placeID,placeKind,officialName,prefecture,evidenceStatus,evidenceKind,evidenceProvider,evidenceURL,verifiedAt,notes
jp-osaka-osaka-tenmangu,shrine,大阪天満宮,大阪府,needs_review,,osakatemmangu.or.jp,https://osakatemmangu.or.jp/about,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-osaka-imamiya-ebisu-jinja,shrine,今宮戎神社,大阪府,needs_review,,www.city.osaka.lg.jp,https://www.city.osaka.lg.jp/toshikeikaku/cmsfiles/contents/0000390/390675/panhu1.pdf,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-osaka-namba-yasaka-jinja,shrine,難波八阪神社,大阪府,needs_review,,www.yasaka-jinja.or.jp,https://www.yasaka-jinja.or.jp/wp-content/themes/yasaka/pdf/seiseikai_05.pdf?20230523=,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-osaka-otori-taisha,shrine,大鳥大社,大阪府,needs_review,,www.ootoritaisha.jp,https://www.ootoritaisha.jp/,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-hyogo-ikuta-jinja,shrine,生田神社,兵庫県,needs_review,,ikutajinja.or.jp,https://ikutajinja.or.jp/access,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-hyogo-minatogawa-jinja,shrine,湊川神社,兵庫県,needs_review,,www.city.kobe.lg.jp,https://www.city.kobe.lg.jp/documents/56055/20250723183306.pdf,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-hyogo-nishinomiya-jinja,shrine,西宮神社,兵庫県,needs_review,,nishinomiya-ebisu.com,https://nishinomiya-ebisu.com/,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-hyogo-nagata-jinja,shrine,長田神社,兵庫県,needs_review,,nagatajinja.jp,https://nagatajinja.jp/,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-wakayama-kumano-hongu-taisha,shrine,熊野本宮大社,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/spots/detail_462.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-kumano-hayatama-taisha,shrine,熊野速玉大社,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/spots/detail_472.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-niutsuhime-jinja,shrine,丹生都比売神社,和歌山県,needs_review,,niutsuhime.or.jp,https://niutsuhime.or.jp/,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-wakayama-awashima-jinja,shrine,淡嶋神社,和歌山県,needs_review,,www.kada.jp,https://www.kada.jp/awashima/,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-fukuoka-munakata-taisha-nakatsu-gu,shrine,宗像大社 中津宮,福岡県,needs_review,,munakata-taisha.or.jp,https://munakata-taisha.or.jp/about_nakatsu.html,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-fukuoka-munakata-taisha-okitsu-gu,shrine,宗像大社 沖津宮,福岡県,needs_review,,munakata-taisha.or.jp,https://munakata-taisha.or.jp/about_okitsu.html,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-fukuoka-munakata-taisha-okitsu-gu-yohaisho,shrine,宗像大社 沖津宮遥拝所,福岡県,needs_review,,www.city.munakata.lg.jp,https://www.city.munakata.lg.jp/kanko/kiji0032577/index.html,2026-07-22,寺社公式・神社庁・宗派資料等が現出典。第三者の観光・参拝掲載を追加確認する
jp-nagasaki-iki-tsukiyomi-jinja,shrine,月讀神社,長崎県,confirmed,official_tourism,www.nagasaki-tabinet.com,https://www.nagasaki-tabinet.com/guide/100111,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-nagasaki-iki-kojima-jinja,shrine,小島神社,長崎県,confirmed,official_tourism,www.nagasaki-tabinet.com,https://www.nagasaki-tabinet.com/guide/100108,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-nagasaki-tsushima-watatsumi-jinja,shrine,和多都美神社,長崎県,confirmed,official_tourism,www.nagasaki-tabinet.com,https://www.nagasaki-tabinet.com/static/traveler/iki-tsushima/index.html,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-nagasaki-tsushima-kaijin-jinja,shrine,海神神社,長崎県,confirmed,official_tourism,www.nagasaki-tabinet.com,https://www.nagasaki-tabinet.com/guide/1042,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-kagoshima-yakushima-yaku-jinja,shrine,益救神社,鹿児島県,confirmed,official_tourism,www.kagoshima-kankou.com,https://www.kagoshima-kankou.com/event/51729,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-kagoshima-amami-takachiho-jinja,shrine,高千穂神社,鹿児島県,confirmed,official_tourism,www.kagoshima-kankou.com,https://www.kagoshima-kankou.com/event/51297,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-okinawa-miyako-jinja,shrine,宮古神社,沖縄県,confirmed,official_tourism,www.okinawastory.jp,https://www.okinawastory.jp/news/tourism/3859,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-okinawa-ishigaki-torinji,temple,桃林寺,沖縄県,confirmed,official_tourism,www.okinawastory.jp,https://www.okinawastory.jp/spot/30000066,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-shimane-oki-mizuwakasu-jinja,shrine,水若酢神社,島根県,confirmed,official_tourism,www.kankou-shimane.com,https://www.kankou-shimane.com/destination/20821,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-shimane-oki-tamawakasu-mikoto-jinja,shrine,玉若酢命神社,島根県,confirmed,official_tourism,www.kankou-shimane.com,https://www.kankou-shimane.com/destination/20319,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-shimane-oki-yurahime-jinja,shrine,由良比女神社,島根県,confirmed,official_tourism,www.kankou-shimane.com,https://www.kankou-shimane.com/destination/20488,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-niigata-sado-watatsu-jinja,shrine,度津神社,新潟県,confirmed,official_tourism,www.visitsado.com,https://www.visitsado.com/spot/detail0126/,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-hyogo-awaji-izanagi-jingu,shrine,伊弉諾神宮,兵庫県,confirmed,official_tourism,www.awajishima-kanko.jp,https://www.awajishima-kanko.jp/manual/detail.html?bid=448,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-shiga-chikubushima-tsukubusuma-jinja,shrine,都久夫須麻神社,滋賀県,confirmed,official_tourism,www.biwako-visitors.jp,https://www.biwako-visitors.jp/spot/detail/1312/,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を既存出典で確認
jp-chiba-iigaoka-hachimangu,shrine,飯香岡八幡宮,千葉県,confirmed,official_tourism,千葉県観光物産協会 ちば観光ナビ,https://maruchiba.jp/spot/detail_10272.html,2026-07-22,千葉県公式観光案内への掲載と令和6年年間22万人地点を確認
jp-chiba-nakayama-hokekyoji,temple,日蓮宗大本山 中山法華経寺,千葉県,confirmed,official_tourism,千葉県観光物産協会 ちば観光ナビ,https://maruchiba.jp/spot/detail_10053.html,2026-07-22,千葉県公式観光案内への掲載と令和6年年間44万人地点を確認
jp-chiba-choshi-manganji,temple,補陀洛山 満願寺,千葉県,confirmed,official_tourism,千葉県観光物産協会 ちば観光ナビ,https://maruchiba.jp/spot/detail_10574.html,2026-07-22,千葉県公式観光案内への掲載と令和6年年間23万人地点を確認
jp-chiba-nokogiriyama-nihonji,temple,鋸山 日本寺,千葉県,confirmed,official_tourism,千葉県観光物産協会 ちば観光ナビ,https://maruchiba.jp/spot/detail_10364.html,2026-07-22,千葉県公式観光案内への掲載と令和6年年間32万人地点を確認
jp-castle-015,temple,鑁阿寺（足利氏館）,栃木県,confirmed,official_tourism,栃木県観光物産協会 とちぎ旅ネット,https://www.tochigiji.or.jp/spot/s12531/,2026-07-22,寺院と日本100名城を同一場所として管理し令和元年年間41万人地点を確認
jp-tochigi-torinokosan-shrine,shrine,鷲子山上神社,栃木県,confirmed,official_tourism,栃木県観光物産協会 とちぎ旅ネット,https://www.tochigiji.or.jp/spot/s4281/,2026-07-22,栃木県公式観光案内への掲載と令和元年年間12万人地点を確認
jp-tochigi-gyodosan-joinji,temple,行道山浄因寺,栃木県,confirmed,official_tourism,栃木県観光物産協会 とちぎ旅ネット,https://www.tochigiji.or.jp/spot/s9268/,2026-07-22,栃木県公式観光案内への掲載と令和元年年間7万人地点を確認
jp-fukui-kanegasaki-gu,shrine,金崎宮,福井県,confirmed,official_tourism,福井県観光連盟 ふくいドットコム,https://www.fuku-e.com/spot/detail_1052.html,2026-07-22,福井県公式観光案内への掲載と令和6年年間15万5千人地点を確認
jp-aomori-saruka-jinja,shrine,猿賀神社,青森県,confirmed,official_tourism,青森県観光国際交流機構 Amazing AOMORI,https://aomori-tourism.com/spot/detail_1884.html,2026-07-22,青森県公式観光案内への掲載と令和6年年間10万3500人地点を確認
jp-wakayama-kumano-takijiri-oji,shrine,滝尻王子,和歌山県,confirmed,official_tourism,田辺市熊野ツーリズムビューロー,https://www.tb-kumano.jp/kumano-kodo/kumanokodo_20th_anniversary/stamprally/kumanokodo_plan1/,2026-07-22,自治体DMOの公式観光・巡礼案内への掲載を確認
jp-wakayama-kumano-takahara-jinja,shrine,高原熊野神社,和歌山県,confirmed,official_tourism,田辺市熊野ツーリズムビューロー,https://www.tb-kumano.jp/kumano-kodo/nakahechi/takijiri-oji-to-takahara/,2026-07-22,自治体DMOの公式観光・巡礼案内への掲載を確認
jp-wakayama-kumano-tsugizakura-oji,shrine,継桜王子,和歌山県,confirmed,official_tourism,田辺市熊野ツーリズムビューロー,https://www.tb-kumano.jp/kumano-kodo/nakahechi/takijiri-oji-to-chikatsuyu-oji/,2026-07-22,自治体DMOの公式観光・巡礼案内への掲載を確認
jp-wakayama-kumano-hosshinmon-oji,shrine,発心門王子,和歌山県,confirmed,official_tourism,田辺市熊野ツーリズムビューロー,https://www.tb-kumano.jp/kumano-kodo/nakahechi/hosshinmon-oji-to-kumano-hongu-taisha/,2026-07-22,自治体DMOの公式観光・巡礼案内への掲載を確認
jp-wakayama-kamikura-jinja,shrine,神倉神社,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/spots/detail_479.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-asuka-jinja,shrine,阿須賀神社,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/spots/detail_581.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-fudarakusanji,temple,補陀洛山寺,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/spots/detail_1002.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-kumano-sansho-omiyasha,shrine,熊野三所大神社,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/courses/detail_91.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-tokei-jinja,shrine,鬪雞神社,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/spots/detail_587.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-mie-hananoiwaya-jinja,shrine,花の窟神社,三重県,confirmed,official_tourism,三重県観光連盟 観光三重,https://www.kankomie.or.jp/spot/6677.html,2026-07-22,三重県公式観光案内への掲載を確認
jp-mie-ubuta-jinja,shrine,産田神社,三重県,confirmed,official_tourism,三重県観光連盟 観光三重,https://www.kankomie.or.jp/spot/24546,2026-07-22,三重県公式観光案内への掲載を確認
jp-nara-tamaki-jinja,shrine,玉置神社,奈良県,confirmed,official_tourism,奈良県ビジターズビューロー Official Nara Travel Guide,https://www.visitnara.jp/venues/A00542/,2026-07-22,奈良県公式観光案内への掲載を確認
jp-wakayama-hirou-jinja-nachi-falls,shrine,飛瀧神社（那智の滝）,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/features/detail_539.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-myohozan-amidaji,temple,妙法山阿弥陀寺,和歌山県,confirmed,official_tourism,和歌山県観光連盟 わかやま観光,https://www.wakayama-kanko.or.jp/spots/detail_3253.html,2026-07-22,和歌山県公式観光案内への掲載を確認
jp-wakayama-kumano-yunomine-oji,shrine,湯峯王子,和歌山県,confirmed,official_tourism,田辺市熊野ツーリズムビューロー,https://www.tb-kumano.jp/en/kumano-kodo/dual-pilgrim/,2026-07-22,自治体DMOの公式観光・巡礼案内への掲載を確認
jp-kyoto-tourism-shrine-255,shrine,大田神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/255,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9563,shrine,白山神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9563,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9564,shrine,朱智神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9564,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9565,shrine,須賀神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9565,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9592,shrine,乃木神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9592,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9602,shrine,岡田鴨神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9602,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9650,shrine,神谷神社（神谷太刀宮）,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9650,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9714,shrine,玉田神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9714,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9764,shrine,相槌神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9764,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9828,shrine,彌伽宜神社 （大森神社）,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9828,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9829,shrine,白絲濱神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9829,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-258,shrine,今宮神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/258,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9830,shrine,朝代神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9830,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-9831,shrine,大川神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/9831,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-275,shrine,わら天神宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/275,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-276,shrine,平野神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/276,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-284,shrine,木島神社（通称 蚕ノ社）,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/284,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-285,shrine,車折神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/285,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-312,shrine,梅宮大社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/312,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-314,shrine,西院春日神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/314,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-110,shrine,京都霊山護國神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/110,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-316,shrine,大原野神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/316,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-3237,shrine,長岡天満宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/3237,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-325,shrine,藤森神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/325,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-327,shrine,城南宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/327,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-3397,shrine,向日神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/3397,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-3471,shrine,宇治上神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/3471,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-355,shrine,自玉手祭来酒解神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/355,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-127,shrine,地主神社（社殿修復工事中のため閉門しています。）,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/127,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-359,shrine,離宮八幡宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/359,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-366,shrine,縣神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/366,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-367,shrine,宇治神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/367,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-373,shrine,水度神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/373,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-374,shrine,荒見神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/374,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-377,shrine,久世神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/377,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-382,shrine,延喜式内社雙栗神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/382,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-395,shrine,飛行神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/395,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-135,shrine,豊国神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/135,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-3970,shrine,元伊勢内宮皇大神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/3970,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-402,shrine,月読神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/402,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-407,shrine,佐牙神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/407,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-410,shrine,玉津岡神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/410,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-412,shrine,高神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/412,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-418,shrine,猿丸神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/418,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-427,shrine,涌出宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/427,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-433,shrine,相楽神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/433,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-455,shrine,和束天満宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/455,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-459,shrine,春日神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/459,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-159,shrine,熊野若王子神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/159,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-460,shrine,祝園神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/460,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-470,shrine,恋志谷神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/470,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-478,shrine,出雲大神宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/478,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-483,shrine,鍬山神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/483,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-484,shrine,ひえ田野神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/484,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-490,shrine,山國神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/490,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-510,shrine,生身天満宮,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/510,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-511,shrine,春日神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/511,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-512,shrine,大山祇神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/512,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-514,shrine,摩気神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/514,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-515,shrine,京都帝釋天,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/515,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
jp-kyoto-tourism-shrine-533,shrine,多治神社,京都府,confirmed,official_tourism,京都府観光連盟公式サイト,https://www.kyoto-kankou.or.jp/info_search/533,2026-07-22,自治体・観光協会・DMO等の公式観光案内への掲載を確認
